Dataset,Total,Filtered,Filter %,Avg Len,Median,StdDev,Lower Alpha %,Mixed Alpha %,Numeric %,Special %,Alphanum %,Complex %
myspace.txt,37126,36858,99.27813392231859,8.076021487872374,8.0,1.6244391777870677,6.638992891638179,0.42867220142167234,0.7244017580986488,0.029844267187584785,81.71360355960714,10.464485322046775
phpbb.txt,184388,184166,99.87960170943879,7.526356656494684,8.0,1.7118562100098553,41.25245702246886,3.614130729884995,11.250176471227045,0.03257930345449214,41.72431393416809,2.1263425387965205
000webhost.txt,720302,680947,94.53631948821466,9.255561739753608,9.0,2.2209830873492526,0.17446291708458955,0.02334983486233143,0.07034321320161481,0.001027980151171824,93.15379904750296,6.5770170071973295
10-million-password-list-top-1000000.txt,999998,994062,99.40639881279762,7.468552263339711,7.0,1.8049480466453396,33.752220686436054,5.189414744754352,16.608923789461823,0.0033197124525432015,43.580078506169635,0.8660425607255885
Ashley-Madison.txt,375853,375781,99.98084357448258,7.601744100952416,8.0,1.7871874905251572,33.13445863415127,1.850279817233974,12.317812768607247,0.003193349317820752,52.22696198051525,0.4672934501744367
honeynet.txt,226081,224903,99.4789478107404,7.779656118415494,8.0,2.1516150988036236,66.81146983366162,2.8398909752204284,6.459229089874301,0.0626936946150118,23.061497623419875,0.7652187832087611
hotmail.txt,8930,8617,96.494960806271,8.468956713473366,8.0,2.3539612001656116,41.963560403852846,3.2609957061622374,19.19461529534641,0.011604966925844262,28.954392479981433,6.614831147731229
NordVPN.txt,1437,1436,99.93041057759221,9.248607242339833,9.0,1.4483318649899684,3.1337047353760448,0.20891364902506965,1.3231197771587744,0.0,94.91643454038997,0.4178272980501393
singles.org.txt,12233,12233,100.0,6.740537889315785,7.0,1.1872943556337108,55.1050437341617,6.63778304585956,8.370800294285948,0.0,29.632960026158752,0.2534128995340473
